title,abstract
Divergent trends and regional disparities in PM,"Utilizing China's air quality monitoring data from 2013 to 2023, this study employs spatial autocorrelation analysis and health impact assessment methodologies to quantify the health economic costs and temporal trends of PM"
Air pollution and tuberculosis incidence in Vietnam: short- and long-term effects from a provincial-level study.,"Tuberculosis (TB) remains a major public health challenge in many low- and middle-income countries, where environmental pollution and uneven policy implementation may further exacerbate disease transmission. This study aims to assesss the short and long-term impacts of environmental factors, particularly fine particulate matter (PM Panel data from 63 provinces from 2005 to 2023 were analyzed using the SYS-GMM model to estimate the effects of PM PM Air pollution significantly increases TB incidence in Vietnam in the short and long term. In the context of climate change and persistent pollution, combining environmental and TB prevention strategies is essential to achieving the goal of TB elimination."
Binding Multilateral Framework for South Asian Air Pollution Control: An Urgent Call for SAARC-UN Cooperation.,"South Asia's worsening air pollution crisis represents one of the most urgent public health and environmental challenges of the 21st century. Nearly two billion people-over one-quarter of the global population-reside in this region, where air quality levels routinely exceed World Health Organization (WHO) guidelines by factors of 10 to 15. This has translated into an unprecedented health burden, with approximately two million premature deaths annually, widespread chronic respiratory and cardiovascular disease, and rising economic losses. According to recent World Bank estimates, welfare losses amount to over 5% of regional GDP, a figure far exceeding the projected costs of coordinated mitigation. Despite this, South Asia continues to lack a binding regional framework capable of addressing its shared airshed. Existing cooperative efforts-such as the Malé Declaration on Control and Prevention of Air Pollution (1998)-have provided a useful platform for dialog and pilot monitoring, but they remain voluntary, under-resourced, and insufficient to manage the transboundary nature of the crisis. National-level programs, including India's National Clean Air Programme (NCAP), Bangladesh's National Air Quality Management Plan (NAQMP), and Nepal's National Air Quality Management Action Plan (AQMAP), demonstrate domestic commitment but are constrained by fragmentation, limited financing, and lack of regional integration. This gap represents the central knowledge and governance challenge that prompted the present commentary. To address it, we propose a dual-track architecture designed to institutionalize binding regional cooperation. Track A would establish a United Nations-anchored South Asian Transboundary Air Pollution Protocol, under the auspices of the United Nations Environment Programme, the World Health Organization (WHO), and the United Nations Economic and Social Commission for Asia and the Pacific (UNESCAP). This protocol would codify legally enforceable emission standards, compliance committees, financial mechanisms, and harmonized monitoring. Track B would establish a South Asian Association for Regional Cooperation (SAARC) Prime Ministers' Council on Air Quality (SPMCAQ) to provide political leadership, align domestic implementation, and authorize rapid responses to cross-border haze events. Lessons from the Indian Ocean Experiment, the ASEAN Agreement on Transboundary Haze Pollution, and Europe's Convention on Long-Range Transboundary Air Pollution demonstrate that legally binding agreements combined with high-level political ownership can achieve durable reductions in pollution despite geopolitical tensions. By situating South Asia within these global precedents, the proposed framework provides a pragmatic, enforceable, and politically resilient pathway to protect health, reduce economic losses, and deliver cleaner air for nearly one-quarter of humanity."
Heterogeneous impact of fine particulate matter constituents on pulmonary tuberculosis onset: a multicenter time series study in Beijing.,"Epidemiological studies have implicated exposure to PM₂.₅ in the development of pulmonary tuberculosis (PTB); however, the key constituents driving this effect have not been clearly identified. A time-series analysis spanning 2019 to 2023 was performed across several centers in Beijing to assess the links between major PM All five examined components demonstrated significant relationships with an elevated risk of PTB. Associations were not statistically significant on the same day (lag 0) or the next day (lag 1) after exposure. A clear risk increase was detected starting at a 2-day lag, which was no longer observable by lag 3. Per interquartile range (IQR) rise in the 3-day moving average (lag 0-2) of black carbon and organic matter, the relative risks (RRs) for PTB were 1.11 [95% confidence interval (CI): 1.03, 1.19] and 1.11 (95% CI: 1.03, 1.21), correspondingly. Together, these two components were the dominant drivers of the overall PM₂.₅ effect, contributing 41% and 39% of the joint risk, respectively. The results yield novel evidence that exposure to certain PM"
Clara cell secretory protein 16 protects against PM2.5-induced ferroptosis in mouse lung epithelial cells in a concentration-dependent manner.,"Background Clara cell secretory protein 16 (CC16) has been reported to exert anti-inflammatory and anti-oxidant effects. However, its underlying mechanism remains unclear. This study aimed to investigate the protective effect and mechanism of CC16 using an  TC-1 cells were exposed to PM2.5 to induce inflammatory injury and ferroptosis, followed by treatment with CC16 at different concentrations (0.25, 0.5, and 1.0 µg/mL). TC-1 cells were divided into six groups: control, CC16, PM2.5, PM2.5 + CC16 (0.25 μg/mL), PM2.5 + CC16 (0.5 μg/mL), and PM2.5 + CC16 (1.0 μg/mL) groups. Cell viability was assessed using the Cell Counting Kit-8 assay. Levels of inflammatory cytokines (interleukin (IL)-5, IL-6, IL-13, IL-17A, and IL-1β) in the supernatant were measured by enzyme-linked immunosorbent assay. Protein expression levels of Nrf2, ACSL4, SLC7A11, and GPX4 were detected using western blotting. Intracellular reactive oxygen species (ROS) were detected with a fluorescent probe, and mitochondrial membrane potential (MMP) was measured by JC-1 staining. Glutathione (GSH), malondialdehyde (MDA), and Fe PM2.5 exposure significantly reduced cell viability, aggravated inflammation, induced ferroptosis, and disrupted the integrity of mouse pulmonary epithelial cells. CC16 treatment reversed these effects in a concentration-dependent manner. CC16 effectively mitigates PM2.5-induced cellular injury in mouse pulmonary epithelial cells through inhibition of ferroptosis, with its protective effect showing a clear concentration dependence. These findings suggest CC16 as a novel strategy for PM2.5-induced respiratory disease."
Effect of particulate matter (PM,"Air pollution, especially particulate matter (PM This time trend longitudinal study was conducted in the Department of Physiology, College of Medicine, King Saud University, Riyadh, Saudi Arabia, from July 2024 to December 2024. This study investigated the death and disability-adjusted life years (DALYS) rates of respiratory diseases, cardiovascular diseases, diabetes mellitus and total cancers caused by air pollution in the GCC region: Bahrain, Kuwait, Oman, Saudi Arabia, Qatar, and the United Arab Emirates. The data were collected from the Institute for Health Metrics and Evaluation (IHME) based on the Global Burden of Disease 2021 dataset from 1990 to 2021. In GCC states, the highest rate of PM exposure in 2021 was in Qatar (56.95 per 100 people), whereas the lowest was in Oman (38.86 per 100 people). Qatar consistently achieved the highest decreases in death and DALY rates from 1990 to 2021. Among all the diseases, diabetes mellitus was the only one that presented an increase in deaths and DALYS in the GCC region from 1990 to 2021. The rising trend in air pollutant exposure is attributable to death and DALY rates in GCC countries. GCC states are at risk due to air pollution and associated with high mortality and DALY rates for different diseases."
Air pollution exposure and the burden of pediatric upper respiratory tract infections in emergency departments: a retrospective time-series study.,"Upper respiratory tract infections (URTI) are a major public health problem and a leading cause of pediatric Emergency Department (ED) visits. Approximately 81% of emergency outpatient visits in children are due to URTI, and respiratory diseases account for 12% of all deaths worldwide. Air pollution is considered an important factor contributing to the increased incidence of respiratory infections. The aim of this study was to examine the association between ambient air pollutant concentrations and the number of pediatric ED admissions for URTI. We conducted a retrospective analysis including 2,572 children admitted to the ED between 2015 and 2020 with a diagnosis of URTI. Daily concentrations of particulate matter (PM₂.₅ and PM₁₀), carbon monoxide (CO), nitrogen oxides (NO"
Black ginseng extract alleviates particulate matter-induced airway inflammation by suppressing the ROS/NLRP3/caspase-1 pathway in macrophages.,"Black ginseng extract (BGE) is a processed form of ginseng used in East Asian medicine to treat inflammatory respiratory diseases and is known for its excellent bioavailability and pharmacological efficacy. This study investigates the preventative effects and mechanisms of BGE against inflammatory lung damage caused by particulate matter (PM) in mouse alveolar macrophages (MH-S) and a mouse lung injury model. Reactive oxygen species (ROS) production and MH-S cell viability were assessed using DCFDA and the Cell Counting Kit-8 assay, respectively. In Balb/c mice exposed to a combination of PM10 and diesel exhaust particles (PM/DEP), various cell types involved in immune cell infiltration were examined through Diff-Quik staining and flow cytometry. Lung histological changes were analyzed using hematoxylin and eosin, Masson's trichrome, and immunofluorescence staining. The molecular mechanism of BGE was investigated via Western blotting, caspase-1 activity assay, secretory/cleaved IL-1β ELISA, and real-time qPCR. In PM2.5-stimulated MH-S cells, BGE inhibits inflammation and cellular damage by decreasing ROS levels involved in the NLRP3 inflammasome-mediated pyroptosis. In mice exposed to a PM/DEP, BGE reduces immune cell influx (mainly neutrophils), inflammatory cytokine expression, and abnormal histopathological changes. Notably, BGE administration decreases macrophage activation markers, such as F4/80 and IL-1α, in PM/DEP-exposed lungs. BGE also suppresses the activity of the NLRP3/caspase-1 pathway in mice's lungs. BGE prevents inflammatory lung injury by decreasing ROS levels, thereby inactivating the NLRP3/caspase-1/pyroptosis pathway both in vitro and in vivo. This study highlights BGE's potential as a natural treatment for PM-induced lung inflammation."
Chemical injury history increases pulmonary susceptibility to PM2.5 inhalation: Toxicological evidence for risk assessment in a neglected vulnerable population.,"Environmental health risk assessments typically prioritize vulnerable populations such as the elderly, children, and individuals with respiratory diseases. However, individuals with a history of chemical-induced lung injury are rarely considered, despite potentially heightened sensitivity to air pollutants. Therefore, this study investigated the pulmonary health risks of particulate matter (PM) 2.5 exposure in a chemical lung injury model, reflecting realistic exposure conditions. Mice were intratracheally administered polyhexamethylene guanidine phosphate (PHMG-P; 0.3 mg/kg), followed by nose-only exposure to PM2.5 (8.88 ± 1.77 mg/m"
Health Risks from Exposure to PM ,To characterize fine particulate matter (PM  Sixteen PM  The total concentrations of PM 
MUC1 alleviates PM2.5-induced airway inflammation by inhibiting the IRAK4/NF-κB/NLRP3 mediated pyroptosis in airway epithelial cells.,"Exposure to fine particulate matter (PM2.5) triggers airway inflammation through the activation of the Toll-like receptor 4 (TLR4)/nuclear factor-κB (NF-κB) signaling pathway, contributing to the pathogenesis of various acute and chronic respiratory diseases. Mucin 1 (MUC1), a transmembrane glycoprotein highly expressed on airway epithelial cells, is known to modulate TLR-mediated inflammatory responses. However, the specific role and molecular mechanism by which MUC1 regulates PM2.5-induced airway inflammation remain inadequately understood. Lung injury models were established using Muc1 PM2.5 exposure caused notable epithelial disruption, inflammatory infiltration, and submucosal fibrosis in Muc1 MUC1 is upregulated in airway epithelial cells upon PM2.5 exposure and serves as a key endogenous inhibitor of airway inflammation. It exerts its anti-inflammatory and anti-pyroptotic effects by suppressing IRAK4 phosphorylation, thereby modulating downstream NF-κB/NLRP3/GSDMD signaling. These findings highlight MUC1 as a potential therapeutic target for PM2.5-induced airway inflammatory diseases."
Dynamic associations between long-term exposure to ambient air pollution and respiratory-cardiovascular diseases: A trajectory analysis of a prospective study.,"Exposure to ambient air pollution constitutes a significant risk factor for both chronic obstructive pulmonary disease (COPD) and cardiovascular disease (CVD). However, its impact on the progression of respiratory-cardiovascular disease trajectories, particularly among individuals with COPD, remains unclear. This study aims to assess the associations of long-term air pollution exposure with the progression from a healthy state to the development of COPD, subsequent CVD, and mortality, utilizing a multi-state modeling framework. We included 318,282 participants from the UK Biobank who were free of COPD and CVD at baseline in this prospective cohort study. Annual average concentrations of particulate matter (PM₂.₅, PM₁₀) and nitrogen oxides (NO₂, NOₓ), derived from participant residential histories and data from the UK's Department for Environment, Food and Rural Affairs (DEFRA), were used to estimate long-term exposure. Multi-state models were used to estimate hazard ratios (HRs) and 95 % confidence intervals (CIs) for each 1 µg/m³ increase in air pollutant concentration in relation to disease transitions along the respiratory-cardiovascular trajectory. During a median follow-up period of 13.5 years, 6901 participants developed COPD; 2207 of whom subsequently developed CVD, and 15,921 participants died. All pollutants were significantly associated with adverse transitions in the respiratory-cardiovascular disease trajectory, Adjusted HRs (95 % CIs) per 1 µg/m³ increase in pollutant exposure for the transition from COPD to CVD were: NO Chronic exposure to ambient air pollution, particularly PM₂.₅ and PM₁₀, is linked to an elevated risk of progression from COPD to CVD, thereby augmenting the overall burden of respiratory-cardiovascular diseases. These findings highlight the urgent need for effective air quality interventions to reduce pollution-related health impacts."
Exposure to Household Air Pollution From Biomass Cooking and Severe Pneumonia in Infants.,"Household air pollution from biomass cooking is considered an important risk factor for child pneumonia. To evaluate the longitudinal association between exposure to particulate matter with a diameter of less than or equal to 2.5 µm (PM2.5) or carbon monoxide (CO) and severe pneumonia in infants. This cohort study included infants (aged ≤12 months) whose mothers participated in a 4-country randomized clinical trial. Conducted from May 2018 to September 2021, the trial tested whether an 18-month liquefied petroleum gas stove and fuel distribution intervention reduced the incidence of severe pneumonia in offspring during infancy when compared with biomass cooking. The trial was conducted in communities where residents cooked primarily with biomass fuels in Guatemala, India, Peru, and Rwanda. Data analysis was conducted from December 2024 to July 2025. Twenty-four hour personal exposure to PM2.5 and CO was measured 3 times during pregnancy and 3 times during infancy. In this exposure-response analysis, severe pneumonia cases were identified using respiratory signs and symptoms with confirmation of consolidation by imaging and hypoxemia by pulse oximetry. The longitudinal association between severe pneumonia in infants and PM2.5 or CO exposures by infant-quarters, adjusted for confounders, was modeled. Overall, 3061 infants (48.2% girls; mean [SD] gestational age at birth, 39.3 [1.7] weeks) contributed 11 996 infant-quarters and 13 910 measurements of personal PM2.5 exposures (range, 5.4-1182.0 µg/m3). A total of 175 episodes of severe pneumonia were identified in 160 infants. Those with at least 1 episode of severe pneumonia had similar mean (SD) prenatal (101 [100] µg/m3 vs 88 [80] µg/m3; P = .11) and postnatal (70 [78] µg/m3 vs 67 [93] µg/m3; P = .68) PM2.5 exposures when compared with infants without severe pneumonia. There were no associations between prenatal (adjusted risk ratio [RR], 1.03; 95% CI, 0.94-1.13) or postnatal (adjusted RR, 0.97; 95% CI, 0.87-1.09) PM2.5 exposures and severe pneumonia or between CO exposures and severe pneumonia. In this cohort study with exposure-response analysis, there was no evidence of an association between longitudinal PM2.5 or CO exposures and severe pneumonia in infants. Taken with the intention-to-treat analysis from the randomized clinical trial, these results challenge prior research suggesting that PM2.5 or CO exposures from biomass cooking are an important risk factor for severe pneumonia in infants."
Analysis of the correlation between PM,"This study aimed to analyze the epidemiological characteristics of severe Mycoplasma pneumoniae in the pediatric intensive care unit (PICU) of Hunan Children's Hospital from 2020 to 2023. This study investigated the epidemiological patterns related to different years, seasons, ages, and sexes, as well as the correlations of PM"
Pseudohypoxia induced by chemical pollutants: Biochemical evidence of environmental vulnerability.,"Chemical pollutants can abnormally elevate hypoxia-inducible factor 1-alpha (HIF-1α) levels under normoxic conditions, leading to pseudohypoxia. This condition disrupts normal cellular energy metabolism, gene expression, and signal transduction, thereby inducing detrimental physiological effects. Pseudohypoxia can also increase the risk of various diseases, including cancer, cardiovascular diseases, and chronic respiratory diseases, while adversely affecting disease treatment and prognosis. Focusing on the intersection between environmental pollution and hypoxia signaling pathways, this review proposes a novel concept that chemical pollutants can induce pseudohypoxia and elucidates its underlying mechanisms. We also identify various environmental pollutants that induce pseudohypoxia, including but not limited to metals and metalloids (e.g., cadmium, cobalt, arsenic), persistent organic pollutants (e.g., BPA, dioxins, PCBs), and atmospheric particulate pollutants (e.g., PM2.5, diesel exhaust particles), and examine the complex interplay between these pollutants, pseudohypoxia, and various diseases. This review aims to offer novel strategies for managing pseudohypoxia caused by environmental exposures, thereby offering new insights into the prevention and treatment of environmental exposure-related disease and susceptibility."
"Association between outdoor air pollution and acute exacerbation of chronic obstructive pulmonary disease in Xinjiang, China.","This study investigated the association between short-term exposure to air pollutants and hospital admissions for acute exacerbations of chronic obstructive pulmonary disease (AECOPD) in Northwest China. We analyzed data from a tertiary hospital in Xinjiang (2014-2023), along with air pollutant and meteorological data. Using a time-series approach with generalized additive models and distributed lag nonlinear models, we found that interquartile range increases in PM₂.₅, PM₁₀, NO₂, CO, and O₃ were associated with increased AECOPD admissions of 4.70% (95% CI: 1.48%, 8.01%), 1.61% (0.38%, 2.86%), 15.97% (7.36%, 25.28%), 35.64% (15.84%, 58.82%), and 5.89% (1.10%, 10.90%), respectively, with peak effects at lag 0. Stratified analyses identified sex-, age-, and season-specific relationships, including protective effects of O₃ and CO in males at longer lags, heightened susceptibility to particulate matter and NO₂ in adults aged ≥65 years, and distinct seasonal patterns for NO₂, O₃, and CO. These findings demonstrate that short-term air pollution exposure is significantly associated with AECOPD hospitalizations in this understudied region."
Greater lung cancer polygenic risk score in higher air pollution areas linked to greater rate of lung adenocarcinoma: a single-centre study in East Asia.,"Lung cancer, a leading cause of cancer deaths, is influenced by smoking, air pollution and genetic factors. This study investigated the association between lung cancer polygenic risk score (PRS) and air pollution in lung adenocarcinoma (LUAD) cases in East Asia. This Taiwanese case-control study included 57 257 participants, of whom 1059 were diagnosed with lung cancer and 857 had LUAD. Excluding individuals with missing PRS data, the final study group comprised 648 LUAD patients and 6480 age- and gender-matched controls. Logistic regression models were employed to assess the association between PRS and LUAD risk, and interaction effects between PRS and particulate matter (PM2.5/PM10) exposure were evaluated. PGS000070 demonstrated an OR of 2.796 (95% CI 2.236 to 3.497, p<0.001), while PGS000392 exhibited an OR of 1.938 (95% CI 1.559 to 2.409, p<0.001). Higher PM exposure increased LUAD risk among individuals in the highest quartile (Q4) of both PRSs compared with the lowest quartile (Q1). In the smoking subgroup, individuals in Q4 for PGS000070 showed significantly heightened LUAD risk when exposed to higher PM2.5 and PM10 levels, with ORs of 4.08 (p<0.0001) and 2.897 (p<0.0001), respectively. However, the interaction effect of PRS (PGS000070 and PGS000392) and PM exposure on LUAD risk was not statistically significant. This hospital-based study indicated that LUAD patients had higher PRSs and greater exposure to PM. However, the interaction effect between PRS (PGS000070 and PGS000392) and PM exposure on LUAD risk was not statistically significant, suggesting these factors act independently. The accumulation of air pollution did not show a gradual increase in LUAD risk. Notably, the association between PRS and air pollution was more pronounced in the smoking subgroup for PGS000070 but not for PGS000392."
Modifying effects of PM,"Extreme heat is a critical public health threat, particularly in low- and middle-income countries. While its direct health impacts are well documented, less is known about how air pollution modifies heat-related risks. We analyzed daily hospital admissions for circulatory and respiratory diseases in Brazil (2008-2018), combined with high-resolution temperature and pollution (PM₂.₅ and O₃) data. Using generalized additive models and random-effects meta-analysis, we found that PM₂.₅ consistently amplified the effect of heat on respiratory admissions, with a 20.1% increase in risk under high PM₂.₅ conditions (95% CI 4.8-35.4%). In contrast, O₃ showed heterogeneous effects, including a national-level protective association at high concentrations (- 7.6%, 95% CI - 9.6 to - 5.6%). Regional analyses revealed stronger interactions in the North and Southeast. These findings indicate that PM₂.₅ exacerbates, and O₃ variably modifies, heat-related hospitalizations in Brazil, underscoring the need for regionally tailored adaptation and air quality policies."
The Joint Effects of Extreme Heat and Wildfire Smoke on Paediatric Acute Care Utilisation.,"As climate change worsens, instances of combined extreme heat and wildfire smoke events are becoming more frequent. Despite their increased vulnerability, investigations on the joint effect of wildfire smoke and extreme heat on children's health are limited. To investigate the joint effects of extreme heat and wildfire smoke on paediatric acute care utilisation (ACU) in California from 2006 to 2019. In this case-crossover analysis, we assembled a time-series dataset of warm seasons, (May-September) for 1772 ZIP Code Tabulation Areas (ZCTA) in California from 2006 to 2019 to evaluate daily ACUs in the paediatric population (0-19 years). For wildfire smoke, we identified ZCTA-days exposed using a previously developed time-series dataset. For extreme heat, we calculated the daily ZCTA-specific maximum heat index. There were four exposure types: exposed to extreme heat alone, exposed to wildfire smoke alone, exposed to both events simultaneously (compound event) and not exposed to either event. We quantified the synergistic effects by comparing a child's exposures on the day when an ACU occurred to the child's exposure during control days. We found 1100-105,788 ZCTA-days where exposure to both extreme heat and wildfire smoke events occurred across eight combinations of event definitions. The relative excess risk due to interaction (RERI) ranged up to 0.11 (95% confidence interval [CI]: 0.03, 0.19) with thresholds of the 95th percentile for extreme heat and 35 μg/m Investigating the synergistic effects of extreme heat and wildfire smoke events in paediatric populations is necessary to develop effective health protection strategies."
Trends in PM₂.₅ and mortality risks in an industrial District of Taiwan: a 12-year analysis.,"Ambient air pollution, particularly fine particulate matter (PM₂.₅), poses a major global public health concern. We examined trends in all-cause and respiratory disease-specific mortality and their association with PM₂.₅ concentrations during three time periods (2008-2011, 2012-2015, 2016-2019) in Linyuan District, Kaohsiung City, and Taiwan, using generalized Poisson mixed models. PM₂.₅ concentrations declined by 23.6% in Taiwan, from 24.5 µg/m"
Effects of PM2.5 Reduction Interventions on Cardiovascular Indicators: A Meta-analysis.,"Exposure to fine particulate matter (PM2.5) is associated with adverse cardiovascular outcomes, but the effectiveness of individual-level interventions to reduce exposure remains unclear. This meta-analysis aimed to assess the effects of four distinct categories of PM2.5 interventions on cardiovascular health including high-efficiency particulate air (HEPA) filters, respiratory protective equipment, improved cookstoves, and other behavioral PM2.5 reduction methods. We systematically searched PubMed, Embase, Web of Science, and the Cochrane library for studies published between December 2002 and March 2025 that reported the cardiovascular effect of PM2.5 reduction. Intervention methods were categorized based on their mechanisms of action and implementation settings. The primary outcomes were systolic blood pressure (SBP) and diastolic blood pressure (DBP), with secondary outcomes including endothelial function indices, heart rate variability (HRV), and inflammatory markers. A total of 72 trials involving 6,063 participants (age range: 12.4-82 years) were included. Overall, PM2.5 reduction interventions significantly decreased SBP by 1.97 mmHg (95% CI: -2.89, -1.05) and DBP by 1.08 mmHg (95% CI: -1.80, -0.35). Among secondary outcomes, C-reactive protein (CRP) decreased significantly (MD = -0.03mg/dl, 95% CI: -0.06, -0.00, P = 0.042), while no significant changes were observed in interleukin-6 (IL-6), tumor necrosis factor-alpha (TNF-α), or HRV. Subgroup analyses revealed differential effects by intervention type: Air filtration interventions showed the largest effect on SBP (MD = -1.94mmHg, 95% CI: -3.33, -0.55, P = 0.006) compared to other interventions. These findings suggest that PM2.5 reduction interventions could lower blood pressure and reduce markers of systemic inflammation, indicating that personal-level interventions may provide measurable cardiovascular benefits, even with short-term implementation."
Seasonal and COVID-19 lockdown variations in PM,"To investigate seasonal and COVID-19-lockdown variations in PM2.5 chemical composition in Taipei and the effects of those compositional differences on lung cell toxicity. PM2.5 was collected in warm (2021/07-2021/08) and cold (2021/11-2022/02) seasons and during LV2/LV3 COVID-19 alert periods. Composition (metals, PAHs) was analyzed and A549 and PC9 lung cells were exposed to equal mass concentrations (0-100 μg/mL) of extracted PM2.5. Cell viability, ROS, apoptosis, mitochondrial membrane potential and GSH/GPX4 were measured. At equivalent mass concentrations (50 μg/mL), warm-season PM2.5 induced higher ROS and greater reduction in viability than cold-season PM2.5. LV2-period PM2.5 contained higher metal content and caused more severe cellular damage than LV3. Spearman correlation plus single-compound assays identified cadmium and Dibenzo[a,e]pyrene as components strongly associated with cytotoxicity. Seasonal and human-activity driven compositional changes-rather than mass concentration alone-affect PM2.5 toxicity in vitro; these results underscore the importance of controlling specific chemical emissions."
The burden and risk factors of chronic obstructive pulmonary disease in Asia and its countries from 1990 to 2021: a systematic analysis based on the 2021 global burden of disease study.,"Chronic obstructive pulmonary disease (COPD) is a chronic respiratory disease characterized by airflow limitation that is not fully reversible. In Asia, risk exposures such as smoking and ambient PM₂.₅ are prevalent, and regional differences are significant. This has led to the COPD disease burden in this region being at a relatively high level globally. Based on this, this study conducts a systematic assessment of the COPD disease burden in Asia. Data on incidence, mortality, and disability-adjusted life years (DALYs) were obtained from the Global Burden of Disease (GBD) 2021 study. The analysis incorporated the Sociodemographic Index (SDI) and included stratification by sex and age to reveal the distribution and disparities in the burden of COPD across populations. Joinpoint regression models were used to calculate the annual percent change (APC) and average annual percent change (AAPC) to estimate temporal trends. In addition, major attributable risk factors for COPD were analyzed to identify key drivers of disease burden across regions and populations. In 2021, the number of COPD cases in Asia reached 10,512,843 (95% UI: 9,610,006-11,432,970), with an age-standardized incidence rate of 210.79 per 100,000 persons (95% UI: 193.52-227.94). COPD accounted for 2,885,059 deaths (95% UI: 2,571,267-3,218,689), corresponding to an age-standardized mortality rate of 64.10 per 100,000 persons (95% UI: 56.74-71.66). The total DALYs were 60,507,100 (95% UI: 55,319,463-66,518,282), with an age-standardized rate of 1,253.15 per 100,000 persons (95% UI: 1,148.26-1,376.29). Among Asian subregions, South Asia bore the heaviest burden of COPD. Major risk factors included particulate matter (PM) pollution, smoking, secondhand smoke, and occupational exposure to particulate matter, gases, and fumes (OP-MGF). This study highlights the substantial COPD burden in Asia, with air pollution, smoking, and occupational exposures being the predominant risk factors. Targeted public health interventions are urgently needed to mitigate the COPD burden and improve overall health outcomes in the region."
The impact of systemic inflammatory markers on EGFR-mutant non-small cell lung cancer.,"High prevalence of EGFRm lung cancer was found in the Asian population. Preclinical data suggest that inflammatory cytokines activated by PM2.5 affected EGFRm clone expansion. Here, we explored the correlation between inflammatory markers and EGFRm NSCLC. Resected NSCLC patients (2016-2023) were enrolled. Tumor tissues and blood serum were retrieved from Ramathibodi tumor biobank. EGFR 19del and L858R mutations were performed by rt-PCR in cancerous tissue and dPCR in normal tissue in the same patient. NF-Kb and STAT3 protein signaling were measured by ELISA in both cancerous and normal tissue. Cytokines (IL-1ß, IL-6, IL-8, IL-10, IL-12 and TNF-α) were explored in serum by flow cytometry. Among 140 patients, EGFRm prevalence was 58% in cancerous tissue but only 5% in normal tissue. NF-kB and STAT3 were statistically higher in cancerous tissue than normal tissue [NF-kB median O.D.=0.82 (IQR; 0.07-2.82) vs. 0.32 (IQR; 0.05-2.48), P < 0.001; STAT3 median O.D.=0.32 (IQR; 0.10-1.58) vs. 0.17 (IQR; 0.06-1.29, P < 0.001]. STAT3 was significantly increased in EGFRm compared to EGFRwt [median O.D.=0.36 (IQR; 0.234-0.592) vs. 0.23 (IQR; 0.158-0.409), OR = 11.09 (95% CI; 2.17-56.58), P = 0.004]. TNF-α, IL-10, and STAT3 in cancer cells were higher in EGFRm than EGFRwt (P = 0.003, 0.008, and < 0.001, respectively). None of cytokines was statistically different between EGFRm and EGFRwt patients. However, only STAT3 in cancer cells and non-smoker were associated with EGFRm NSCLC in multivariable analysis. Inflammation could be one of the pathogenesis of both NSCLC and EGFRm lung cancer as we demonstrated in our pilot study. STAT3 is a potentially inflammatory-predictive biomarkers. Larger cohort is needed."
Impact of long-term exposure to PM,Epidemiological evidence indicates a close association between particulate matter with an aerodynamic diameter of fewer than 2.5 μm (PM This study used data from the China Health and Retirement Longitudinal Study (CHARLS) from 2011 to 2018 to explore the relationship between long-term exposure to PM Results reveal a significant positive correlation between long-term exposure to PM This prospective cohort study of middle-aged and older adults in China observed that long-term exposure to various PM
Exposure to living environmental risk factors and incidence of chronic lung disease in Chinese adults: results from a cross-sectional and longitudinal study.,"Chronic lung disease (CLD) imposes substantial health burdens on Chinese adults. While prior studies have focused on isolated environmental factors, this study comprehensively evaluated the synergistic effects of living environmental risk factors (LEFs), including indoor fuel type, water source, exposure to fine particulate matter (PM2.5), housing conditions, and indoor temperature/humidity, on CLD development. Utilizing data from the China Health and Retirement Longitudinal Study (CHARLS, 2011-2018), cross-sectional (n = 12,318) and longitudinal (n = 8,516) analyses were conducted. LEFs score were derived from multi-domain environmental metrics. Logistic regression was used to identify baseline associations between LEFs and CLD, while Cox proportional hazards models were used to estimate longitudinal risks. Adjusted covariates included sociodemographic, lifestyle, comorbidities, and regional factors. Poor quality of the living environment was significantly correlated with CLD prevalence (cross-sectional OR: 1.14, 95% CI: 1.03-1.27) and incidence (longitudinal HR: 1.25, 95% CI: 1.10-1.42) after full adjustment. Key risk factors included indoor solid fuel use, unsuitable indoor temperature, and excessive humidity. Subgroup analyses highlighted stronger associations among rural residents and individuals with comorbidities. Integrated assessment of environmental risks is critical for CLD prevention. Mitigating indoor air pollution, optimizing thermal conditions, and improving housing quality may reduce disease burden. Public health policies should prioritize multifaceted environmental interventions for high-risk populations."
